epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,222.032,1.22712,0.92252,1.07618,0.9342,0.90057,0.94908,0.663,1.16989,0.80792,1.04502,0.0008185,0.0008185,0.0008185
57,226.083,1.06291,0.84759,0.98504,0.9342,0.90057,0.94908,0.663,1.16989,0.80792,1.04502,0.0008152,0.0008152,0.0008152
58,230.2,1.08664,0.7997,0.95847,0.93408,0.8988,0.94085,0.60626,1.31631,0.94022,1.08327,0.0008119,0.0008119,0.0008119
59,233.928,1.1373,0.79342,0.99218,0.93408,0.8988,0.94085,0.60626,1.31631,0.94022,1.08327,0.0008086,0.0008086,0.0008086
60,237.699,1.18816,0.79289,0.99378,0.91143,0.91045,0.94947,0.64413,1.15911,0.79779,1.01915,0.0008053,0.0008053,0.0008053
61,241.44,1.21913,0.84817,1.01287,0.91143,0.91045,0.94947,0.64413,1.15911,0.79779,1.01915,0.000802,0.000802,0.000802
62,245.221,1.10818,0.83582,0.99813,0.91921,0.91418,0.94059,0.66092,1.07483,0.76363,0.97823,0.0007987,0.0007987,0.0007987
63,248.987,1.13992,1.08753,1.07011,0.91921,0.91418,0.94059,0.66092,1.07483,0.76363,0.97823,0.0007954,0.0007954,0.0007954
64,252.746,1.19983,0.83339,1.05913,0.92433,0.92164,0.94782,0.63749,1.17695,0.72908,1.02062,0.0007921,0.0007921,0.0007921
65,256.495,1.13353,0.77419,0.97608,0.92433,0.92164,0.94782,0.63749,1.17695,0.72908,1.02062,0.0007888,0.0007888,0.0007888
66,260.204,1.18424,0.90053,1.02475,0.92433,0.92164,0.94782,0.63749,1.17695,0.72908,1.02062,0.0007855,0.0007855,0.0007855
67,263.973,1.10298,0.75328,0.96445,0.95123,0.93657,0.95948,0.64852,1.17331,0.69956,1.01559,0.0007822,0.0007822,0.0007822
68,267.728,1.06312,0.69575,0.93265,0.95123,0.93657,0.95948,0.64852,1.17331,0.69956,1.01559,0.0007789,0.0007789,0.0007789
69,271.503,0.99371,0.6839,0.92693,0.94897,0.9403,0.96304,0.70964,0.99109,0.60639,0.95819,0.0007756,0.0007756,0.0007756
70,275.446,1.06146,0.84466,0.99838,0.94897,0.9403,0.96304,0.70964,0.99109,0.60639,0.95819,0.0007723,0.0007723,0.0007723
71,279.472,1.03211,0.76253,1.03915,0.94611,0.93284,0.96288,0.66062,1.0857,0.6507,0.97757,0.000769,0.000769,0.000769
72,283.202,1.04821,0.70142,0.96902,0.94611,0.93284,0.96288,0.66062,1.0857,0.6507,0.97757,0.0007657,0.0007657,0.0007657
73,286.967,1.06154,0.7526,0.92486,0.94154,0.9291,0.96059,0.66173,1.07899,0.66893,0.98544,0.0007624,0.0007624,0.0007624
74,290.686,0.95693,0.66321,0.92058,0.94154,0.9291,0.96059,0.66173,1.07899,0.66893,0.98544,0.0007591,0.0007591,0.0007591
75,294.441,0.9046,0.60837,0.89121,0.94096,0.95147,0.96163,0.69823,0.98977,0.65286,0.96919,0.0007558,0.0007558,0.0007558
76,298.187,0.99034,0.67487,0.97025,0.94096,0.95147,0.96163,0.69823,0.98977,0.65286,0.96919,0.0007525,0.0007525,0.0007525
77,301.899,0.97995,0.63326,0.96695,0.94096,0.95147,0.96163,0.69823,0.98977,0.65286,0.96919,0.0007492,0.0007492,0.0007492
78,305.65,0.88522,0.61381,0.91277,0.93736,0.93657,0.95805,0.67703,1.06369,0.68599,0.97394,0.0007459,0.0007459,0.0007459
79,309.369,0.93989,0.6644,0.95199,0.93736,0.93657,0.95805,0.67703,1.06369,0.68599,0.97394,0.0007426,0.0007426,0.0007426
80,313.127,0.99664,0.77196,0.96461,0.9477,0.94659,0.96323,0.71028,0.97661,0.69856,0.9532,0.0007393,0.0007393,0.0007393
81,317.143,0.94669,0.64327,0.96914,0.9477,0.94659,0.96323,0.71028,0.97661,0.69856,0.9532,0.000736,0.000736,0.000736
82,321.032,0.87298,0.61322,0.92999,0.94773,0.94707,0.96288,0.71163,1.01752,0.67447,0.9863,0.0007327,0.0007327,0.0007327
83,325.055,0.88252,0.56999,0.90417,0.94773,0.94707,0.96288,0.71163,1.01752,0.67447,0.9863,0.0007294,0.0007294,0.0007294
84,329.113,0.88282,0.54332,0.90394,0.93655,0.93633,0.9588,0.68923,1.03031,0.66518,0.98318,0.0007261,0.0007261,0.0007261
85,332.837,0.8723,0.54392,0.8936,0.93655,0.93633,0.9588,0.68923,1.03031,0.66518,0.98318,0.0007228,0.0007228,0.0007228
86,336.565,0.94879,0.60534,0.96314,0.95863,0.95102,0.9691,0.75854,0.86209,0.61106,0.91117,0.0007195,0.0007195,0.0007195
87,340.496,0.84059,0.54047,0.87884,0.95863,0.95102,0.9691,0.75854,0.86209,0.61106,0.91117,0.0007162,0.0007162,0.0007162
88,344.438,0.86616,0.56176,0.89808,0.95863,0.95102,0.9691,0.75854,0.86209,0.61106,0.91117,0.0007129,0.0007129,0.0007129
89,348.346,0.84266,0.55508,0.91155,0.95163,0.95439,0.96753,0.76168,0.81118,0.63393,0.89566,0.0007096,0.0007096,0.0007096
90,352.212,0.87951,0.73883,0.97374,0.95163,0.95439,0.96753,0.76168,0.81118,0.63393,0.89566,0.0007063,0.0007063,0.0007063
91,356.132,0.83355,0.53876,0.88064,0.94975,0.93657,0.96467,0.75388,0.83965,0.64279,0.89681,0.000703,0.000703,0.000703
92,359.814,0.88421,0.57248,0.91068,0.94975,0.93657,0.96467,0.75388,0.83965,0.64279,0.89681,0.0006997,0.0006997,0.0006997
93,363.553,0.88593,0.67862,0.9452,0.95232,0.94776,0.96752,0.75514,0.8244,0.59926,0.89735,0.0006964,0.0006964,0.0006964
94,367.289,0.77561,0.51901,0.86363,0.95232,0.94776,0.96752,0.75514,0.8244,0.59926,0.89735,0.0006931,0.0006931,0.0006931
95,371.056,0.87739,0.52764,0.87991,0.95923,0.96565,0.97256,0.74663,0.86149,0.54741,0.90514,0.0006898,0.0006898,0.0006898
96,374.782,0.85943,0.54243,0.90255,0.95923,0.96565,0.97256,0.74663,0.86149,0.54741,0.90514,0.0006865,0.0006865,0.0006865
97,378.529,0.83846,0.53692,0.9114,0.94877,0.96753,0.96902,0.75224,0.87067,0.54499,0.90816,0.0006832,0.0006832,0.0006832
98,382.255,0.85346,0.67448,0.95242,0.94877,0.96753,0.96902,0.75224,0.87067,0.54499,0.90816,0.0006799,0.0006799,0.0006799
99,385.996,0.80392,0.5564,0.88366,0.94877,0.96753,0.96902,0.75224,0.87067,0.54499,0.90816,0.0006766,0.0006766,0.0006766
100,389.756,0.76168,0.51892,0.87507,0.95051,0.96642,0.96976,0.74099,0.87294,0.57443,0.91912,0.0006733,0.0006733,0.0006733
101,393.488,0.78383,0.53274,0.87647,0.95051,0.96642,0.96976,0.74099,0.87294,0.57443,0.91912,0.00067,0.00067,0.00067
102,397.263,0.78912,0.51814,0.86157,0.95862,0.95095,0.9667,0.72959,0.88328,0.63469,0.92415,0.0006667,0.0006667,0.0006667
103,400.978,0.78211,0.53456,0.89188,0.95862,0.95095,0.9667,0.72959,0.88328,0.63469,0.92415,0.0006634,0.0006634,0.0006634
104,404.716,0.76295,0.57748,0.8517,0.96489,0.92293,0.96154,0.74584,0.83577,0.69942,0.91039,0.0006601,0.0006601,0.0006601
105,408.441,0.75176,0.4821,0.85942,0.96489,0.92293,0.96154,0.74584,0.83577,0.69942,0.91039,0.0006568,0.0006568,0.0006568
106,412.185,0.73171,0.51778,0.8608,0.94316,0.95149,0.96807,0.71266,0.95223,0.63855,0.94973,0.0006535,0.0006535,0.0006535
107,415.914,0.8505,0.56526,0.88356,0.94316,0.95149,0.96807,0.71266,0.95223,0.63855,0.94973,0.0006502,0.0006502,0.0006502
